,Gene_symbol,Chromosome,Start.position,End.position,Ensembl,Gene.Symbol,Pearson,Spearman
2835,ATP6V0D1,16,67438019,67481237,ENST00000290949,ATP6V0D1,0.308303192,0.299471491
2683,SSU72,1,1541673,1574869,ENST00000291386,SSU72,0.350077616,0.289479646
9043,NR2F6,19,17231883,17245940,ENST00000291442,NR2F6,0.608278642,0.62376046
2142,U2AF1,21,43092956,43107587,ENST00000291552,U2AF1,0.272489731,0.243698198
6456,AGPAT3,21,43865186,43986536,ENST00000291572,AGPAT3,0.603907403,0.495627326
2134,PWP2,21,44107290,44131181,ENST00000291576,PWP2,0.230045148,0.243113055
NA.58,GATD3A,21,44133605,44145723,ENST00000291577,NA,NA,NA
3384,ZER1,9,128729786,128771893,ENST00000291900,ZER1,0.365774244,0.336462957
5338,SAFB,19,5623099,5668478,ENST00000292123,SAFB,0.45016639,0.444070903
7420,UBE2Q1,1,154548577,154558633,ENST00000292211,UBE2Q1,0.546330342,0.540995025
2633,CCDC12,3,46921731,46982010,ENST00000292314,CCDC12,0.341973905,0.285313381
6096,RNF126,19,647526,663277,ENST00000292363,RNF126,0.485712087,0.479584345
6223,NACC1,19,13118337,13141141,ENST00000292431,NACC1,0.468552141,0.485593027
NA.59,LY6E,8,143018482,143022412,ENST00000292494,NA,NA,NA
4017,LRRC14,8,144518007,144525178,ENST00000292524,LRRC14,0.401604907,0.37486954
5510,ZNF251,8,144721129,144755605,ENST00000292562,ZNF251,0.281151271,0.451159951
1570,ABHD17A,19,1876810,1885547,ENST00000292577,ABHD17A,0.179674649,0.186827873
6755,MAML1,5,179732850,179777286,ENST00000292599,MAML1,0.474517509,0.510516015
629,POLR2J,7,102473118,102478907,ENST00000292614,POLR2J,0.07108235,0.066213044
2919,AP2M1,3,184174855,184184091,ENST00000292807,AP2M1,0.327570103,0.306028618
4761,PCYT1A,3,196234368,196287713,ENST00000292823,PCYT1A,0.440850577,0.415342262
8305,ACOX1,17,75941507,75979363,ENST00000293217,ACOX1,0.612530764,0.583813158
8352,STAT5B,17,42199168,42276406,ENST00000293328,STAT5B,0.596625952,0.586024758
5018,PSME3,17,42833471,42843757,ENST00000293362,PSME3,0.415828738,0.429608471
2546,LSM12,17,44034636,44066735,ENST00000293406,LSM12,0.269029578,0.277656937
842,MED11,17,4731434,4733610,ENST00000293777,MED11,0.076730341,0.100946331
763,RPL26,17,8377516,8383250,ENST00000293842,RPL26,0.090888396,0.090347725
2524,NXF1,11,62792126,62805492,ENST00000294172,NXF1,0.264798738,0.276329908
5446,STX5,11,62806897,62832088,ENST00000294179,STX5,0.449071182,0.448715153
458,RPL29,3,51993600,51995942,ENST00000294189,RPL29,0.043776351,0.033883775
8203,ZFPL1,11,65084235,65088400,ENST00000294258,ZFPL1,0.580060284,0.579502605
2873,ZYG11B,1,52726509,52827342,ENST00000294353,ZYG11B,0.29878032,0.302550336
4774,C1orf123,1,53214099,53220617,ENST00000294360,C1orf123,0.449825182,0.416232431
2236,ARL5A,2,151798802,151828488,ENST00000295087,ARL5A,0.223514336,0.252231898
7694,RNF149,2,101276091,101308696,ENST00000295317,RNF149,0.528727742,0.553793912
3855,IWS1,2,127480806,127526468,ENST00000295321,IWS1,0.367663815,0.364473125
2924,HNRNPDL,4,82422564,82429866,ENST00000295470,HNRNPDL,0.324100694,0.306319309
NA.60,KRTCAP2,1,155169408,155173333,ENST00000295682,NA,NA,NA
NA.61,SSR2,1,156009048,156020959,ENST00000295702,NA,NA,NA
3441,STT3B,3,31532790,31637622,ENST00000295770,STT3B,0.340261841,0.340190395
97,THOC7,3,63833870,63863903,ENST00000295899,THOC7,-0.08507932,-0.104876897
3833,PSMD6,3,64010549,64023560,ENST00000295901,PSMD6,0.331598297,0.363346783
297,RPL9,4,39454124,39458948,ENST00000295955,RPL9,0.003575962,-0.003096323
347,MRPL33,2,27771717,27779741,ENST00000296102,MRPL33,-0.036229582,0.008350953
4139,RPN1,3,128619970,128650849,ENST00000296255,RPN1,0.425413752,0.382382966
4554,SENP2,3,185586174,185633551,ENST00000296257,SENP2,0.39873316,0.404813996
4846,ADH5,4,99070978,99088751,ENST00000296412,ADH5,0.481273908,0.420018236
10734,BDH2,4,103079435,103099883,ENST00000296424,BDH2,0.667559494,0.733553343
9501,APEH,3,49674002,49683963,ENST00000296456,APEH,0.636816782,0.652379229
811,WDR82,3,52254421,52278643,ENST00000296490,WDR82,0.114118461,0.097141964
4315,ABCE1,4,145097932,145129179,ENST00000296577,ABCE1,0.400730785,0.391505322
4285,TMEM184C,4,147617383,147636721,ENST00000296582,TMEM184C,0.391475231,0.389788943
7101,NDUFAF2,5,60945129,61153037,ENST00000296597,NDUFAF2,0.520806513,0.526150018
514,NSA2,5,74766991,74776910,ENST00000296802,NSA2,0.062896345,0.044576382
4410,TRA2A,7,23504780,23532041,ENST00000297071,TRA2A,0.451496444,0.397262283
3114,SLU7,5,160401641,160419394,ENST00000297151,SLU7,0.338900251,0.317927701
1563,CAMLG,5,134738501,134752160,ENST00000297156,CAMLG,0.174648484,0.186378153
6058,RP9,7,33094797,33109390,ENST00000297157,RP9,0.473905469,0.477974418
6682,HSPA9,5,138555335,138575401,ENST00000297185,HSPA9,0.521457012,0.507171409
7712,BRI3,7,98281675,98291524,ENST00000297290,BRI3,0.558075346,0.555230259
1770,RAD21,8,116845935,116874866,ENST00000297338,RAD21,0.204773415,0.208460839
NA.62,SPTSSA,14,34432789,34462356,ENST00000298130,NA,NA,NA
2299,RPL36AL,14,49618519,49620685,ENST00000298289,RPL36AL,0.233455397,0.256370497
9524,ZNF22,10,45000475,45005326,ENST00000298299,ZNF22,0.704498036,0.653977094
244,ZMYND19,9,137582079,137590490,ENST00000298585,ZMYND19,0.029660629,-0.020849421
5274,ISCA2,14,74493756,74495366,ENST00000298818,ISCA2,0.459532059,0.441260102
NA.63,MOAP1,14,93182196,93184928,ENST00000298894,NA,NA,NA
331,NDUFB8,10,100523740,100529864,ENST00000299166,NDUFB8,0.001619302,0.003342835
11227,PCBD1,10,70883510,70888784,ENST00000299299,PCBD1,0.705467149,0.771365827
2631,CCT2,12,69585334,69601570,ENST00000299300,CCT2,0.288279479,0.284853256
501,TAF10,11,6610842,6612667,ENST00000299424,TAF10,0.03906262,0.041181666
7943,TPP1,11,6612763,6619485,ENST00000299427,TPP1,0.579264188,0.56572472
9771,TMX3,18,68673688,68715298,ENST00000299608,TMX3,0.659350304,0.670475188
9276,HSP90B1,12,103930334,103947926,ENST00000299767,HSP90B1,0.678641612,0.637438578
3969,AP1G1,16,71729000,71809201,ENST00000299980,AP1G1,0.383483008,0.371731013
8719,PPIB,15,64155812,64163205,ENST00000300026,PPIB,0.63417852,0.606925132
NA.64,CIAO2A,15,64072559,64094018,ENST00000300030,NA,NA,NA
4637,TERF2IP,16,75647786,75657432,ENST00000300086,TERF2IP,0.456516868,0.408685496
1991,CLPX,15,65148219,65185342,ENST00000300107,CLPX,0.229540574,0.229342219
6680,PATL1,11,59636716,59668980,ENST00000300146,PATL1,0.512123018,0.507052501
529,MRPL16,11,59806135,59810872,ENST00000300151,MRPL16,0.04256908,0.048188289
8787,TSC22D4,7,100466519,100479279,ENST00000300181,TSC22D4,0.644004655,0.609848967
8152,PDIA3,15,43746392,43773279,ENST00000300289,PDIA3,0.570624475,0.576228624
1529,NUDT21,16,56429133,56451375,ENST00000300291,NUDT21,0.184442653,0.183611531
1760,PHB,17,49404052,49414880,ENST00000300408,PHB,0.196210762,0.207908595
4007,COQ4,9,128322536,128334072,ENST00000300452,COQ4,0.362738882,0.374347037
NA.65,GCN1,12,120127203,120194710,ENST00000300648,NA,NA,NA
NA.66,ATP5MG,11,118401154,118409851,ENST00000300688,NA,NA,NA
9509,STIM1,11,3855702,4093209,ENST00000300737,STIM1,0.668080589,0.653004322
8060,TPM4,19,16076306,16103005,ENST00000300933,TPM4,0.570803902,0.572016299
6415,ZC3H18,16,88570381,88631966,ENST00000301011,ZC3H18,0.478982335,0.493989712
6003,UBXN6,19,4445006,4457822,ENST00000301281,UBXN6,0.542672579,0.475583792
4946,TSR1,17,2322503,2337507,ENST00000301364,TSR1,0.407012146,0.426612257
8715,CD320,19,8302127,8308355,ENST00000301458,CD320,0.650202184,0.606868784
937,SPRYD3,12,53064316,53079420,ENST00000301463,SPRYD3,0.086199808,0.113678044
NA.67,CDK2AP2,11,67506497,67508631,ENST00000301488,NA,NA,NA
11364,PRDX2,19,12796820,12801859,ENST00000301522,PRDX2,0.787284712,0.783983296
NA.68,MRPL58,17,75012674,75021261,ENST00000301585,NA,NA,NA
NA.69,ATP5PD,17,75038863,75046963,ENST00000301587,NA,NA,NA
NA.70,FAM234A,16,234846,266120,ENST00000301678,NA,NA,NA
NA.71,METTL26,16,634430,636302,ENST00000301686,NA,NA,NA
3950,E4F1,16,2223566,2235742,ENST00000301727,E4F1,0.372211148,0.370975876
3287,KCTD5,16,2682475,2709030,ENST00000301738,KCTD5,0.300859216,0.330381833
3342,SRRM2,16,2752329,2771412,ENST00000301740,SRRM2,0.322793939,0.333761577
595,DDB1,11,61299451,61333366,ENST00000301764,DDB1,0.05599371,0.060089252
5010,VPS37C,11,61130256,61161617,ENST00000301765,VPS37C,0.401270147,0.429143624
6256,HNRNPUL2,11,62712630,62727472,ENST00000301785,HNRNPUL2,0.494789202,0.486704094
1303,RPSA,3,39406689,39412542,ENST00000301821,RPSA,0.097658401,0.160465717
4421,UBXN1,11,62676498,62679090,ENST00000301935,UBXN1,0.413196929,0.398119317
1265,TADA3,3,9779860,9792747,ENST00000301964,TADA3,0.188142298,0.156138479
8474,IRF2BP1,19,45883607,45886170,ENST00000302165,IRF2BP1,0.613922539,0.592940919
7898,NUDT9,4,87422582,87458345,ENST00000302174,NUDT9,0.587418176,0.563468747
NA.72,UBB,17,16380799,16382740,ENST00000302182,NA,NA,NA
4784,DDX19A,16,70346829,70373383,ENST00000302243,DDX19A,0.416919977,0.416459436
4853,COPRS,17,31851864,31859337,ENST00000302362,COPRS,0.389601398,0.420336377
NA.73,GABARAP,17,7240014,7242770,ENST00000302386,NA,NA,NA
NA.74,TMEM42,3,44861869,44865670,ENST00000302392,NA,NA,NA
7032,KIF5B,10,32009010,32056431,ENST00000302418,KIF5B,0.527379679,0.522324968
NA.75,TMEM256,17,7402975,7404137,ENST00000302422,NA,NA,NA
4211,TRIM8,10,102644495,102658262,ENST00000302424,TRIM8,0.415414108,0.386032471
8043,KARS,16,75627724,75647679,ENST00000302445,KARS,0.599108759,0.570912518
3781,MTCH2,11,47617316,47642623,ENST00000302503,MTCH2,0.345010448,0.360377593
8979,SCAMP3,1,155255979,155262259,ENST00000302631,SCAMP3,0.5871037,0.62089125
6133,LETM1,4,1811479,1856247,ENST00000302787,LETM1,0.482806652,0.481226779
535,RPS9,19,54200742,54207647,ENST00000302907,RPS9,0.054941063,0.048901741
7549,LMAN2,5,177331562,177351852,ENST00000303127,LMAN2,0.58581489,0.54646482
1821,POP7,7,100706053,100707495,ENST00000303151,POP7,0.215233562,0.213396015
8119,PA2G4,12,56104319,56113861,ENST00000303305,PA2G4,0.588097729,0.574746732
3355,MMADHC,2,149569634,149587816,ENST00000303319,MMADHC,0.386287542,0.334426158
619,MAEA,4,1289851,1340137,ENST00000303400,MAEA,0.04061683,0.063572022
7900,BRD3,9,134030305,134068017,ENST00000303407,BRD3,0.558456605,0.563533371
8828,ARF4,3,57571363,57597408,ENST00000303436,ARF4,0.626397993,0.611609096
5599,PDS5A,4,39822863,39977956,ENST00000303538,PDS5A,0.476077014,0.455805253
7602,RNF139,8,124474738,124487914,ENST00000303545,RNF139,0.551225712,0.548375712
6095,TMED10,14,75131470,75176631,ENST00000303575,TMED10,0.507706362,0.479561589
7494,PCBP1,2,70087454,70089203,ENST00000303577,PCBP1,0.539274607,0.544590247
NA.76,THAP11,16,67842082,67844195,ENST00000303596,NA,NA,NA
1262,TRAPPC1,17,7930349,7931945,ENST00000303731,TRAPPC1,0.139500234,0.155750976
NA.77,EGLN2,19,40799187,40808432,ENST00000303961,NA,NA,NA
6113,HINT1,5,131159027,131165485,ENST00000304043,HINT1,0.465313696,0.480360345
5011,KBTBD2,7,32868172,32891897,ENST00000304056,KBTBD2,0.447427895,0.42917352
NA.78,RAMAC,15,82986207,82991057,ENST00000304191,NA,NA,NA
9230,NUDT16L1,16,4693694,4695859,ENST00000304301,NUDT16L1,0.595579074,0.634706722
NA.79,ATP5ME,4,672436,674338,ENST00000304312,NA,NA,NA
2733,ARL6IP1,16,18791667,18801678,ENST00000304414,ARL6IP1,0.278955731,0.293325024
NA.80,MRM3,17,782273,792509,ENST00000304478,NA,NA,NA
1493,SRP9,1,225777829,225790466,ENST00000304786,SRP9,0.179739121,0.180462098
6695,TMEM208,16,67227113,67229278,ENST00000304800,TMEM208,0.50874621,0.507849548
8736,HSPA4,5,133051962,133106449,ENST00000304858,HSPA4,0.614408697,0.607609444
830,RPS7,2,3575205,3580920,ENST00000304921,RPS7,0.07429449,0.099623769
4897,PPIH,1,42658425,42676758,ENST00000304979,PPIH,0.456834816,0.423256732
196,PRPF8,17,1650629,1684882,ENST00000304992,PRPF8,-0.0549635,-0.037912802
452,ZNHIT1,7,101217668,101224190,ENST00000305105,ZNHIT1,0.029309224,0.033279796
3133,STIP1,11,64186115,64204543,ENST00000305218,STIP1,0.331048522,0.319207495
9630,TWF2,3,52228610,52239260,ENST00000305533,TWF2,0.646486393,0.66110961
2585,RBMX2,X,130401969,130413343,ENST00000305536,RBMX2,0.283060499,0.280105138
2505,CD2BP2,16,30350766,30355361,ENST00000305596,CD2BP2,0.310948418,0.274263108
3881,CYCS,7,25120091,25125361,ENST00000305786,CYCS,0.394413685,0.36612727
3711,RNF187,1,228487061,228495766,ENST00000305943,RNF187,0.391321664,0.356215956
3993,SCAND1,20,35953617,35954626,ENST00000305978,SCAND1,0.365959163,0.373361133
1082,LSM3,3,14178358,14201119,ENST00000306024,LSM3,0.150789332,0.132897492
4614,ASXL1,20,32359747,32439318,ENST00000306058,ASXL1,0.346653882,0.407671992
8342,TMEM43,3,14124940,14143679,ENST00000306077,TMEM43,0.628886912,0.585597492
2461,CBR4,4,168987590,169010258,ENST00000306193,CBR4,0.311838723,0.270558847
1254,RNF181,2,85595734,85597581,ENST00000306368,RNF181,0.178037859,0.154797698
11145,VAMP5,2,85584408,85593412,ENST00000306384,VAMP5,0.658380689,0.764427222
3217,ZNF672,1,248838280,248849517,ENST00000306562,ZNF672,0.23548062,0.325677507
2072,CHTF8,16,69118010,69120570,ENST00000306585,CHTF8,0.205668853,0.237325962
7668,ASPSCR1,17,81977550,82017406,ENST00000306739,ASPSCR1,0.520707896,0.551993364
2243,KIAA1109,4,122324464,122362752,ENST00000306802,KIAA1109,0.224858196,0.252594987
1757,FEM1B,15,68277803,68295865,ENST00000306917,FEM1B,0.210938532,0.20774462
3740,MAP2K1,15,66386817,66492312,ENST00000307102,MAP2K1,0.411274062,0.358156635
3453,COG7,16,23388493,23453180,ENST00000307149,COG7,0.326999642,0.340687179
6143,YWHAG,7,76326794,76359031,ENST00000307630,YWHAG,0.497732192,0.481943991
5829,PPID,4,158709134,158723396,ENST00000307720,PPID,0.434324883,0.46740354
5442,JAGN1,3,9890572,9894349,ENST00000307768,JAGN1,0.436785158,0.448537436
3486,ZRSR2,X,15790472,15823260,ENST00000307771,ZRSR2,0.324934127,0.342374355
752,RPL4,15,66498015,66504883,ENST00000307961,RPL4,0.071851079,0.088338734
5595,PTDSS2,11,450280,491387,ENST00000308020,PTDSS2,0.488608901,0.455478465
1834,DDX23,12,48829764,48852163,ENST00000308025,DDX23,0.230335767,0.214264565
764,MUS81,11,65860405,65866439,ENST00000308110,MUS81,0.058689603,0.09037989
2462,CFL1,11,65854837,65858333,ENST00000308162,CFL1,0.257349499,0.270651201
8058,USP48,1,21678579,21783606,ENST00000308271,USP48,0.607262107,0.571878591
3827,TUT1,11,62575045,62591637,ENST00000308436,TUT1,0.373974036,0.363186772
NA.81,GRK2,11,67266410,67286556,ENST00000308595,NA,NA,NA
6257,PRKACA,19,14091688,14117744,ENST00000308677,PRKACA,0.476451263,0.486831227
4601,ZNF622,5,16451519,16465792,ENST00000308683,ZNF622,0.448298699,0.407011141
1847,PSMD1,2,231056864,231172827,ENST00000308696,PSMD1,0.199556285,0.215069195
9665,DAG1,3,49470132,49535615,ENST00000308775,DAG1,0.710239916,0.6631468
4977,PCMTD2,20,64255768,64276230,ENST00000308824,PCMTD2,0.39181484,0.428189268
265,NDUFA11,19,5894677,5903756,ENST00000308961,NDUFA11,-0.039696725,-0.01273572
6405,ACAD9,3,128879611,128913114,ENST00000308982,ACAD9,0.499365311,0.493450158
6714,BAD,11,64269834,64284669,ENST00000309032,BAD,0.555626684,0.508607007
5346,MAP3K11,11,65597755,65614242,ENST00000309100,MAP3K11,0.436524256,0.444212725
NA.82,VPS26C,21,37223420,37267532,ENST00000309117,NA,NA,NA
3905,FAM192A,16,57152466,57186064,ENST00000309137,FAM192A,0.343148972,0.367770605
7176,ETFB,19,51345171,51366418,ENST00000309244,ETFB,0.672292901,0.530191734
2660,EEF1A1,6,73517515,73521588,ENST00000309268,EEF1A1,0.236767539,0.287363829
3381,EEF2,19,3976056,3985469,ENST00000309311,EEF2,0.370189012,0.336245732
1749,PPP1R14B,11,64244484,64246941,ENST00000309318,PPP1R14B,0.224845086,0.206553724
NA.83,C19orf70,19,5678422,5680896,ENST00000309324,NA,NA,NA
5687,SSSCA1,11,65570430,65571770,ENST00000309328,SSSCA1,0.513538691,0.460143771
1378,MRPL38,17,75898643,75905413,ENST00000309352,MRPL38,0.188886608,0.169226413
NA.84,VEGFB,11,64234538,64238793,ENST00000309422,NA,NA,NA
NA.85,RETREG3,17,42579515,42609384,ENST00000309428,NA,NA,NA
8028,CGGBP1,3,88051944,88059048,ENST00000309534,CGGBP1,0.602753167,0.569816491
NA.86,ATP5MD,10,103389050,103396466,ENST00000309579,NA,NA,NA
NA.87,MRPL57,13,21176645,21179084,ENST00000309594,NA,NA,NA
8444,GGA2,16,23463542,23510494,ENST00000309859,GGA2,0.628798474,0.592123364
609,GLE1,9,128504700,128542288,ENST00000309971,GLE1,0.065606007,0.062286476
5988,MSL2,3,136148922,136195846,ENST00000309993,MSL2,0.469323123,0.474621489
1602,TADA2B,4,7043391,7057952,ENST00000310074,TADA2B,0.151816273,0.190357558
3588,RBM14,11,66616582,66627347,ENST00000310137,RBM14,0.333658126,0.349098433
8389,LRCH4,7,100574660,100586153,ENST00000310300,LRCH4,0.625956064,0.588877583
NA.88,EIF4EBP3,5,140547666,140549578,ENST00000310331,NA,NA,NA
3888,TNKS,8,9555914,9782346,ENST00000310430,TNKS,0.363698841,0.366467845
7192,RAB6A,11,73675638,73761137,ENST00000310653,RAB6A,0.520832356,0.530813772
5535,IQCB1,3,121769763,121835079,ENST00000310864,IQCB1,0.456415332,0.452176296
6861,BOD1,5,173607514,173616660,ENST00000311086,BOD1,0.517581806,0.514884975
962,RPL38,17,74203653,74210655,ENST00000311111,RPL38,0.123270805,0.117647584
4486,DENND6A,3,57625457,57693089,ENST00000311128,DENND6A,0.395444804,0.401524906
6312,ZFYVE21,14,103715808,103733662,ENST00000311141,ZFYVE21,0.507181981,0.489747211
NA.89,B4GAT1,11,66345372,66347692,ENST00000311181,NA,NA,NA
7480,ZNF706,8,101197052,101205616,ENST00000311212,ZNF706,0.541988398,0.544130593
7118,LSM1,8,38163321,38176716,ENST00000311351,LSM1,0.549520393,0.526940313
9007,RAB1B,11,66268533,66277492,ENST00000311481,RAB1B,0.613629559,0.62212884
5661,RABL6,9,136807961,136841187,ENST00000311502,RABL6,0.514067509,0.458939646
755,RPL21,13,27251309,27256568,ENST00000311549,RPL21,0.092501941,0.0891013
2116,UQCRH,1,46303631,46316776,ENST00000311672,UQCRH,0.491611425,0.241312036
5151,PPP1R8,1,27830778,27851676,ENST00000311772,PPP1R8,0.495244443,0.435741193
6863,OXSR1,3,38165505,38255488,ENST00000311806,OXSR1,0.503286374,0.514921147
5668,ISCU,12,108562601,108569384,ENST00000311893,ISCU,0.424330965,0.45944254
4108,KRAS,12,25204789,25250931,ENST00000311936,KRAS,0.600092138,0.380383734
8272,ARHGAP1,11,46677080,46700599,ENST00000311956,ARHGAP1,0.620339431,0.582350301
2977,HP1BP3,1,20742661,20786688,ENST00000312239,HP1BP3,0.347480356,0.30962149
3035,SART1,11,65961689,65979828,ENST00000312397,SART1,0.359160839,0.313173473
4959,H2AFY,5,135334410,135399211,ENST00000312469,H2AFY,0.456780976,0.427186825
2756,MRPL46,15,88459476,88467419,ENST00000312475,MRPL46,0.319947626,0.294823247
1924,DRAP1,11,65919257,65921561,ENST00000312515,DRAP1,0.200052193,0.222694149
5970,CHMP2A,19,58551566,58555124,ENST00000312547,CHMP2A,0.462528225,0.473775426
3549,CCDC85B,11,65890112,65891635,ENST00000312579,CCDC85B,0.319237111,0.346571832
10944,FAM174A,5,100535305,100586741,ENST00000312637,FAM174A,0.793322335,0.749760478
6766,GUK1,1,228140290,228148946,ENST00000312726,GUK1,0.538219501,0.510977424
3302,MED25,19,49818289,49836979,ENST00000312865,MED25,0.306301247,0.331476408
4948,AGGF1,5,77030385,77065234,ENST00000312916,AGGF1,0.396369008,0.426620875
1662,SIAH2,3,150741127,150763377,ENST00000312960,SIAH2,0.239825695,0.19687622
5939,ATOX1,5,151742823,151758649,ENST00000313115,ATOX1,0.607434801,0.472203865
4589,DVL3,3,184155402,184173611,ENST00000313143,DVL3,0.421319796,0.406569324
NA.90,FAM220A,7,6329409,6348959,ENST00000313324,NA,NA,NA
3653,TAF7,5,141318488,141320821,ENST00000313368,TAF7,0.364535528,0.352629266
536,NDUFS8,11,68030627,68036644,ENST00000313468,NDUFS8,0.026036073,0.049006784
6033.1,GNAI2,3,50235952,50259355,ENST00000313601,GNAI2,0.46443463,0.47656655
8036,ZDHHC7,16,84974181,85011535,ENST00000313732,ZDHHC7,0.578368446,0.570398436
7277,STX4,16,31033491,31040168,ENST00000313843,STX4,0.544723553,0.534083523
2420,CSNK1D,17,82242667,82273731,ENST00000314028,CSNK1D,0.257572042,0.267275757
NA.91,COX8A,11,63974607,63976543,ENST00000314133,NA,NA,NA
9097,IGSF8,1,160091340,160098689,ENST00000314485,IGSF8,0.654876259,0.627117736
2851,FARSA,19,12922480,12933715,ENST00000314606,FARSA,0.317654634,0.300684077
2315,SUPT6H,17,28662091,28702684,ENST00000314616,SUPT6H,0.299885269,0.25812585
2060,WDR75,2,189441433,189475565,ENST00000314761,WDR75,0.248524344,0.236661442
1963,COPG1,3,129249606,129277773,ENST00000314797,COPG1,0.215621889,0.226319685
749,IMP3,15,75639085,75648706,ENST00000314852,IMP3,0.056860134,0.088019373
8527,HNRNPA0,5,137745651,137754376,ENST00000314940,HNRNPA0,0.594505533,0.596003873
3308,RHOT2,16,668086,674174,ENST00000315082,RHOT2,0.366261036,0.331648717
1674.1,TARDBP,1,11013716,11024183,ENST00000315091,TARDBP,0.21618186,0.198188877
8158,EDC3,15,74630558,74696043,ENST00000315127,EDC3,0.613501503,0.576539055
1214,RPS6,9,19376285,19380198,ENST00000315377,RPS6,0.119671683,0.149327321
1331,WSB2,12,118032907,118061190,ENST00000315436,WSB2,0.230161633,0.164086687
1854,MED29,19,39391311,39400637,ENST00000315588,MED29,0.279162504,0.215744107
5745,ARPC2,2,218217094,218254348,ENST00000315717,ARPC2,0.448251646,0.463493656
734,LSM10,1,36393430,36397892,ENST00000315732,LSM10,0.156371208,0.086000681
8298,MDH2,7,76048067,76067508,ENST00000315758,MDH2,0.602596566,0.583548787
2678,TFE3,X,49028731,49043486,ENST00000315869,TFE3,0.28465544,0.289100372
9051,ROCK2,2,11179761,11344585,ENST00000315872,ROCK2,0.663894603,0.624079222
3071.1,OS9,12,57694121,57721555,ENST00000315970,OS9,0.388515227,0.31545365
1027,EXOSC4,8,144078626,144080647,ENST00000316052,EXOSC4,0.093919695,0.125308258
NA.92,ZFP91,11,58579111,58621042,ENST00000316059,NA,NA,NA
2099,RPS4X,X,72272042,72277300,ENST00000316084,RPS4X,0.223231746,0.24013893
9111,LARP4B,10,809542,885762,ENST00000316157,LARP4B,0.643783678,0.628040335
6726,CALR,19,12938607,12944489,ENST00000316448,CALR,0.509113493,0.508930833
268,VAMP2,17,8159149,8162975,ENST00000316509,VAMP2,0.001065707,-0.01197406
307,HNRNPH2,X,101408295,101414133,ENST00000316594,HNRNPH2,-0.002428212,0
8466,GRB2,17,75318076,75405653,ENST00000316804,GRB2,0.65842839,0.592670203
283,GADD45GIP1,19,12953119,12957236,ENST00000316939,GADD45GIP1,0.015799751,-0.00671575
NA.93,SGF29,16,28553926,28591790,ENST00000317058,NA,NA,NA
5139,DNAJA2,16,46955362,46973788,ENST00000317089,DNAJA2,0.432291897,0.434930453
7897,TOLLIP,11,1274371,1309622,ENST00000317204,TOLLIP,0.573521275,0.563467337
5772,RANBP10,16,67723066,67806652,ENST00000317506,RANBP10,0.480421842,0.464770631
NA.94,MRPS24,7,43866558,43869557,ENST00000317534,NA,NA,NA
7141,SLC25A5,X,119468400,119471319,ENST00000317881,SLC25A5,0.507029908,0.528398941
NA.95,MAGEF1,3,184710367,184712002,ENST00000317897,NA,NA,NA
1582,VPS39,15,42158701,42208316,ENST00000318006,VPS39,0.156071886,0.188557524
5037,LASP1,17,38869859,38921770,ENST00000318008,LASP1,0.431191518,0.43056773
5043,RNF168,3,196468783,196503768,ENST00000318037,RNF168,0.315815984,0.430717279
9932,GRHPR,9,37422666,37436990,ENST00000318158,GRHPR,0.716620254,0.68037045
2483,PABPC1,8,100702916,100722712,ENST00000318607,PABPC1,0.294364809,0.272761006
7093,CYC1,8,144095027,144097525,ENST00000318911,CYC1,0.517799522,0.525589079
8689,TALDO1,11,747329,765024,ENST00000319006,TALDO1,0.629564228,0.605423735
6722,LRRC42,1,53946353,53968168,ENST00000319223,LRRC42,0.410523638,0.508852444
6038,PRDX1,1,45511047,45521956,ENST00000319248,PRDX1,0.536413079,0.476747263
8307,DCTPP1,16,30423619,30430075,ENST00000319285,DCTPP1,0.578604448,0.583883423
7663,UBE2O,17,76389451,76453206,ENST00000319380,UBE2O,0.579473967,0.551714657
6985,FUBP3,9,130579606,130638352,ENST00000319725,FUBP3,0.589159935,0.520434651
6978,B4GALT3,1,161171310,161177485,ENST00000319769,B4GALT3,0.638297099,0.52030823
NA.96,GATD1,11,767225,777484,ENST00000319863,NA,NA,NA
3282,RABGGTB,1,75786201,75795079,ENST00000319942,RABGGTB,0.311942982,0.3300975
7063,PACS1,11,66070454,66244747,ENST00000320580,PACS1,0.466649605,0.523783361
3057,RBMX,X,136873461,136880725,ENST00000320676,RBMX,0.333550886,0.314150356
1453,BLOC1S4,4,6716055,6717671,ENST00000320776,BLOC1S4,0.182344827,0.176444592
7073,NFATC2IP,16,28950937,28967097,ENST00000320805,NFATC2IP,0.509683267,0.524542825
NA.97,MRFAP1L1,4,6707701,6709880,ENST00000320848,NA,NA,NA
4417,AAR2,20,36236465,36256933,ENST00000320849,AAR2,0.404595322,0.397830506
8150,CLPTM1L,5,1317744,1345099,ENST00000320895,CLPTM1L,0.615623327,0.576146845
1334,RPLP2,11,809647,812875,ENST00000321153,RPLP2,0.180187561,0.164320611
1503,NCBP2,3,196935407,196942597,ENST00000321256,NCBP2,0.176461699,0.181178135
6712,NUDC,1,26921726,26946862,ENST00000321265,NUDC,0.524706724,0.508452849
781,TOMM5,9,37588413,37592642,ENST00000321301,TOMM5,0.092973484,0.09370278
NA.98,HIGD1A,3,42784298,42804531,ENST00000321331,NA,NA,NA
3494,YBX1,1,42682427,42702349,ENST00000321358,YBX1,0.365340035,0.343160994
